iter	Passed	Remaining
1652	33277	6019
1653	33301	5999
1654	33320	5979
1655	33343	5959
1656	33368	5940
1657	33390	5920
1658	33412	5901
1659	33435	5881
1660	33458	5861
1661	33482	5842
1662	33507	5822
1663	33526	5802
1664	33550	5783
1665	33576	5764
1666	33600	5744
1667	33623	5724
1668	33644	5704
1669	33667	5685
1670	33692	5665
1671	33713	5645
1672	33737	5626
1673	33758	5606
1674	33780	5586
1675	33802	5566
1676	33825	5546
1677	33849	5527
1678	33873	5507
1679	33898	5488
1680	33921	5468
1681	33942	5448
1682	33965	5428
1683	33988	5409
1684	34013	5389
1685	34036	5369
1686	34061	5350
1687	34085	5330
1688	34109	5311
1689	34134	5291
1690	34158	5272
1691	34180	5252
1692	34203	5232
1693	34227	5212
1694	34251	5193
1695	34275	5173
1696	34298	5153
1697	34322	5134
1698	34344	5114
1699	34369	5094
1700	34393	5075
1701	34417	5055
1702	34442	5035
1703	34465	5016
1704	34489	4996
1705	34511	4976
1706	34537	4957
1707	34561	4937
1708	34579	4916
1709	34603	4897
1710	34628	4877
1711	34654	4858
1712	34677	4838
1713	34702	4818
1714	34726	4798
1715	34751	4779
1716	34774	4759
1717	34800	4739
1718	34822	4720
1719	34846	4700
1720	34870	4680
1721	34895	4660
1722	34917	4640
1723	34939	4620
1724	34962	4600
1725	34984	4580
1726	35007	4560
1727	35032	4541
1728	35055	4521
1729	35079	4501
1730	35105	4482
1731	35130	4462
1732	35156	4442
1733	35180	4422
1734	35204	4403
1735	35228	4383
1736	35252	4363
1737	35278	4343
1738	35302	4324
1739	35325	4304
1740	35349	4284
1741	35374	4264
1742	35397	4244
1743	35422	4224
1744	35446	4204
1745	35471	4185
1746	35497	4165
1747	35521	4145
1748	35545	4125
1749	35571	4105
1750	35594	4085
1751	35617	4065
1752	35643	4046
1753	35663	4025
1754	35688	4006
1755	35711	3986
1756	35734	3965
1757	35756	3945
1758	35779	3925
1759	35803	3905
1760	35829	3886
1761	35848	3865
1762	35871	3845
1763	35897	3825
1764	35921	3805
1765	35944	3785
1766	35967	3765
1767	35993	3745
1768	36017	3725
1769	36041	3705
1770	36064	3685
1771	36083	3665
1772	36107	3645
1773	36131	3625
1774	36156	3605
1775	36180	3585
1776	36207	3565
1777	36232	3545
1778	36257	3525
1779	36282	3505
1780	36304	3485
1781	36328	3465
1782	36351	3445
1783	36376	3425
1784	36400	3405
1785	36422	3385
1786	36446	3365
1787	36470	3345
1788	36494	3325
1789	36517	3304
1790	36542	3284
1791	36568	3265
1792	36595	3245
1793	36618	3225
1794	36645	3205
1795	36669	3185
1796	36695	3165
1797	36720	3145
1798	36744	3125
1799	36769	3104
1800	36792	3084
1801	36816	3064
1802	36841	3044
1803	36865	3024
1804	36889	3004
1805	36913	2984
1806	36937	2964
1807	36964	2944
1808	36987	2923
1809	37009	2903
1810	37032	2883
1811	37054	2862
1812	37078	2842
1813	37101	2822
1814	37123	2802
1815	37146	2781
1816	37170	2761
1817	37195	2741
1818	37219	2721
1819	37243	2701
1820	37267	2680
1821	37291	2660
1822	37314	2640
1823	37337	2620
1824	37363	2600
1825	37385	2579
1826	37408	2559
1827	37432	2539
1828	37455	2518
1829	37478	2498
1830	37502	2478
1831	37526	2458
1832	37549	2437
1833	37572	2417
1834	37595	2397
1835	37618	2376
1836	37641	2356
1837	37664	2336
1838	37688	2315
1839	37712	2295
1840	37735	2275
1841	37753	2254
1842	37779	2234
1843	37803	2214
1844	37826	2193
1845	37850	2173
1846	37873	2153
1847	37895	2132
1848	37918	2112
1849	37942	2091
1850	37965	2071
1851	37985	2051
1852	38008	2030
1853	38033	2010
1854	38057	1990
1855	38081	1969
1856	38104	1949
1857	38127	1928
1858	38150	1908
1859	38175	1888
1860	38196	1867
1861	38219	1847
1862	38240	1826
1863	38263	1806
1864	38287	1786
1865	38311	1765
1866	38333	1745
1867	38357	1724
1868	38381	1704
1869	38403	1684
1870	38426	1663
1871	38453	1643
1872	38476	1622
1873	38500	1602
1874	38523	1582
1875	38548	1561
1876	38571	1541
1877	38598	1520
1878	38621	1500
1879	38646	1480
1880	38670	1459
1881	38695	1439
1882	38718	1418
1883	38742	1398
1884	38767	1377
1885	38791	1357
1886	38814	1337
1887	38837	1316
1888	38861	1296
1889	38879	1275
1890	38904	1254
1891	38931	1234
1892	38954	1214
1893	38978	1193
1894	39001	1173
1895	39025	1152
1896	39047	1132
1897	39071	1111
1898	39095	1091
1899	39118	1070
1900	39144	1050
1901	39169	1029
1902	39193	1009
1903	39216	988
1904	39239	968
1905	39262	947
1906	39285	927
1907	39307	906
1908	39331	885
1909	39354	865
1910	39378	844
1911	39401	824
1912	39426	803
1913	39450	783
1914	39472	762
1915	39496	742
1916	39519	721
1917	39543	700
1918	39567	680
1919	39592	659
1920	39616	639
1921	39639	618
1922	39663	598
1923	39690	577
1924	39714	557
1925	39738	536
1926	39761	515
1927	39786	495
1928	39810	474
1929	39834	454
1930	39857	433
1931	39881	412
1932	39906	392
1933	39926	371
1934	39949	350
1935	39974	330
1936	39997	309
1937	40021	289
1938	40044	268
1939	40069	247
1940	40092	227
1941	40116	206
1942	40140	185
1943	40163	165
1944	40187	144
1945	40212	123
1946	40235	103
1947	40261	82
1948	40285	62
1949	40311	41
1950	40335	20
1951	40360	0
