iter	RMSE
535	59447.32527
536	59394.55144
537	59369.28693
538	59346.25581
539	59322.30392
540	59289.66653
541	59271.46835
542	59251.37562
543	59223.0915
544	59190.25519
545	59160.30735
546	59142.0846
547	59120.38956
548	59103.59247
549	59082.58565
550	59068.7434
551	59044.73304
552	59037.04896
553	59019.3644
554	58993.19091
555	58979.75502
556	58971.06045
557	58939.21006
558	58926.39669
559	58912.06819
560	58893.90636
561	58870.76374
562	58855.10453
563	58826.70535
564	58786.66569
565	58758.4495
566	58720.34816
567	58704.46775
568	58678.92309
569	58659.76579
570	58635.98893
571	58615.29971
572	58588.34462
573	58569.54873
574	58551.29983
575	58526.85395
576	58509.25601
577	58475.68375
578	58444.31513
579	58434.65206
580	58412.16135
581	58390.03387
582	58369.52842
583	58337.17606
584	58305.66113
585	58277.22695
586	58250.63039
587	58221.03496
588	58200.181
589	58183.38076
590	58152.50917
591	58125.83555
592	58090.45655
593	58054.90698
594	58035.30907
595	58002.22837
596	57986.40731
597	57950.18793
598	57932.36232
599	57909.02887
600	57881.76245
601	57850.73997
602	57831.44716
603	57812.27696
604	57793.70777
605	57773.35163
606	57750.14204
607	57726.42802
608	57703.42541
609	57686.47509
610	57663.15606
611	57636.54669
612	57624.35211
613	57591.44892
614	57578.57372
615	57567.45438
616	57544.41627
617	57526.9477
618	57498.09374
619	57478.70476
620	57442.91675
621	57416.34285
622	57403.59512
623	57389.21001
624	57373.03173
625	57354.20601
626	57331.23261
627	57285.02092
628	57249.39241
629	57212.56795
630	57184.98595
631	57157.69545
632	57093.10265
633	57072.79942
634	57048.82436
635	57022.95163
636	57002.00775
637	56987.61917
638	56968.904
639	56951.46296
640	56938.24017
641	56917.33355
642	56906.2017
643	56892.70662
644	56859.47068
645	56834.37357
646	56822.40186
647	56803.24247
648	56786.93339
649	56765.2482
650	56759.62628
651	56743.63595
652	56721.95782
653	56706.84717
654	56685.09485
655	56665.37567
656	56646.80469
657	56623.84628
658	56572.02962
659	56537.91982
660	56514.58458
661	56485.36643
662	56471.79247
663	56435.42874
664	56419.84559
665	56404.19243
666	56389.66484
667	56370.01487
668	56341.09082
669	56330.70326
670	56299.28286
671	56279.14782
672	56261.83339
673	56227.8721
674	56207.5732
675	56186.38915
676	56154.44296
677	56133.7287
678	56124.36805
679	56106.4103
680	56092.25578
681	56074.6774
682	56058.22884
683	56030.46023
684	55998.60731
685	55977.28388
686	55965.4804
687	55935.54533
688	55909.07011
689	55882.317
690	55853.7428
691	55830.12089
692	55815.52786
693	55797.69587
694	55774.92366
695	55764.94404
696	55747.13954
697	55732.86379
698	55716.73399
699	55705.78837
700	55702.03604
701	55686.39312
702	55665.4306
703	55650.95667
704	55626.54689
705	55608.01561
706	55594.36705
707	55578.96769
708	55566.74747
709	55544.97805
710	55527.58862
711	55490.01774
712	55469.77326
713	55451.93903
714	55437.96891
715	55423.81056
716	55406.64261
717	55391.43655
718	55359.98691
719	55319.43719
720	55297.89403
721	55272.46852
722	55253.27155
723	55209.37011
724	55186.16986
725	55183.87002
726	55161.60651
727	55139.75639
728	55124.67195
729	55110.82788
730	55095.59391
731	55067.63852
732	55053.76269
733	55035.16793
734	55009.73598
735	54980.68974
736	54959.43672
737	54933.99943
738	54908.99337
739	54899.16826
740	54866.57026
741	54848.17373
742	54829.85997
743	54816.26838
744	54789.27009
745	54772.74737
746	54749.46907
747	54735.49778
748	54712.12817
749	54682.62237
750	54670.95163
751	54656.03222
752	54636.69789
753	54613.93413
754	54600.67677
755	54585.48957
756	54576.96133
757	54561.76402
758	54545.13788
759	54529.43794
760	54508.57878
761	54498.02951
762	54493.18171
763	54478.07532
764	54467.95596
765	54442.32583
766	54433.51652
767	54409.33027
768	54399.86502
769	54380.08645
770	54359.33048
771	54342.75916
772	54308.26007
773	54289.49345
774	54276.9079
775	54266.78005
776	54253.1918
777	54228.74581
778	54209.89376
779	54199.91408
780	54185.73044
781	54174.09449
782	54156.82277
783	54143.42093
784	54122.95546
785	54099.40292
786	54081.54283
787	54061.57151
788	54037.70674
789	54018.64351
790	54008.97195
791	53993.26919
792	53962.03703
793	53937.11304
794	53917.17993
795	53903.64911
796	53897.52843
797	53875.1496
798	53844.98254
799	53823.85789
800	53812.335
801	53791.08178
802	53777.334
803	53766.04009
804	53736.43983
805	53715.38581
806	53687.31725
807	53670.48648
808	53656.09319
809	53639.39764
810	53628.94794
811	53615.29202
812	53591.58017
813	53572.68574
814	53557.89229
815	53542.66005
816	53528.99215
817	53517.05786
818	53452.44643
819	53434.70479
820	53425.9372
821	53412.07333
822	53404.49038
823	53383.0946
824	53363.40174
825	53322.71111
826	53312.11968
827	53299.99952
828	53279.93767
829	53264.75795
830	53238.57203
831	53191.89212
832	53172.80009
833	53157.52974
834	53146.21868
835	53118.87732
836	53102.3099
837	53081.35277
838	53067.55263
839	53052.11423
840	53033.29321
841	53005.46752
842	52979.02448
843	52967.07509
844	52947.75905
845	52935.90969
846	52920.94862
847	52872.58765
848	52860.78668
849	52854.66827
850	52839.68642
851	52822.63753
852	52805.86118
853	52783.50638
854	52770.07461
855	52742.20387
856	52716.79011
857	52703.75444
858	52675.44786
859	52663.14159
860	52641.24366
861	52631.91271
862	52609.16982
863	52588.74213
864	52564.58095
865	52543.25761
866	52533.25529
867	52515.30158
868	52492.20996
869	52462.68324
870	52441.30955
871	52410.20402
872	52391.1469
873	52370.39744
874	52357.29006
875	52338.73404
876	52319.63464
877	52290.35121
878	52262.8516
879	52248.02228
880	52217.11318
881	52187.49594
882	52158.90377
883	52148.3911
884	52138.82736
885	52123.81957
886	52108.07968
887	52090.25052
888	52058.25514
889	52040.87782
890	52004.27259
891	51990.31348
892	51985.17853
893	51965.02114
894	51949.472
895	51934.40817
896	51917.55931
897	51910.86493
898	51894.81848
899	51883.31729
900	51871.14558
901	51857.39411
902	51842.74776
903	51815.67153
904	51799.88682
905	51789.84908
906	51768.28524
907	51751.93183
908	51739.71454
909	51725.20529
910	51707.02816
911	51682.74131
912	51666.23061
913	51645.88648
914	51630.71352
915	51604.59562
916	51594.67429
917	51580.94848
918	51555.46931
919	51534.73806
920	51519.10924
921	51501.12767
922	51488.4577
923	51477.99341
924	51464.65499
925	51442.73926
926	51418.60413
927	51404.2366
928	51383.53508
929	51353.51765
930	51335.77961
931	51321.12206
932	51309.28366
933	51301.67422
934	51290.29439
935	51274.80219
936	51264.7521
937	51255.40284
938	51238.58764
939	51213.91975
940	51190.46908
941	51181.49119
942	51172.8096
943	51164.53759
944	51150.92457
945	51137.03878
946	51128.59943
947	51115.32101
948	51086.52857
949	51072.99818
950	51062.09966
951	51049.75579
952	51040.35667
953	51033.90718
954	51022.15743
955	51000.51882
956	50982.33391
957	50960.60519
958	50935.53954
959	50918.34808
960	50900.74285
961	50894.87296
962	50885.22814
963	50857.40812
964	50843.29154
965	50829.04063
966	50807.69795
967	50792.96949
968	50779.94119
969	50762.64222
970	50748.63142
971	50726.89944
972	50714.1951
973	50700.01627
974	50677.86426
975	50654.54717
976	50636.877
977	50609.52237
978	50591.10325
979	50582.84954
980	50565.417
981	50549.21557
982	50531.18504
983	50517.1705
984	50506.14824
985	50497.03831
986	50485.61967
987	50471.11829
988	50453.11588
989	50443.3055
990	50429.00295
991	50417.54312
992	50408.02573
993	50393.56219
994	50386.70467
995	50369.85608
996	50345.37679
997	50335.89352
998	50316.10136
999	50305.68734
1000	50296.55976
1001	50282.89499
1002	50251.37359
1003	50230.90303
1004	50206.35066
1005	50196.83582
1006	50175.29303
1007	50161.26776
1008	50141.23657
1009	50121.42158
1010	50097.39659
1011	50086.92024
1012	50069.10997
1013	50062.29972
1014	50035.71977
1015	50019.75186
1016	50008.35984
1017	49984.88843
1018	49976.40109
1019	49967.17305
1020	49960.49179
1021	49948.65682
1022	49936.0286
1023	49909.45904
1024	49871.06659
1025	49858.71286
1026	49848.35629
1027	49825.22129
1028	49814.4068
1029	49798.72289
1030	49783.61282
1031	49772.71759
1032	49762.09168
1033	49751.52677
1034	49733.75043
1035	49720.99879
1036	49703.01473
1037	49685.01327
1038	49670.78202
1039	49659.75747
1040	49651.38281
1041	49625.29416
1042	49610.28638
1043	49594.27305
1044	49581.71635
1045	49553.91629
1046	49538.07261
1047	49516.7068
1048	49498.86079
1049	49480.19983
1050	49464.33885
1051	49450.34334
1052	49432.38806
1053	49409.63462
1054	49392.42095
1055	49372.16021
1056	49354.9134
1057	49325.91762
1058	49312.80625
1059	49302.71593
1060	49292.78324
1061	49272.69851
1062	49269.57687
1063	49257.86108
1064	49239.1073
1065	49216.84486
1066	49198.86582
1067	49182.78547
1068	49175.47203
1069	49158.45698
1070	49146.53402
1071	49133.30921
1072	49119.01268
1073	49107.02612
1074	49081.54064
1075	49067.93761
1076	49059.69956
1077	49044.11895
1078	49028.03016
1079	49008.8609
1080	48982.59625
1081	48967.49863
1082	48961.43877
1083	48942.17909
1084	48926.39763
1085	48915.03492
1086	48888.09577
1087	48876.69382
1088	48861.58988
1089	48847.95058
1090	48834.00016
1091	48816.34573
1092	48809.61182
1093	48785.9304
1094	48765.13303
1095	48755.54774
1096	48748.36812
1097	48736.35654
1098	48724.09955
1099	48706.55766
1100	48682.1487
1101	48667.08776
1102	48650.99835
1103	48639.50982
1104	48630.25382
1105	48621.80414
1106	48605.86656
1107	48596.07191
1108	48579.67441
1109	48560.84907
1110	48541.32425
1111	48531.09087
1112	48516.06595
1113	48493.3148
1114	48476.82107
1115	48464.23674
1116	48459.25413
1117	48451.05724
1118	48430.86814
1119	48421.1264
1120	48398.42771
1121	48385.71163
1122	48355.98404
1123	48348.1548
1124	48334.64642
1125	48322.97465
1126	48307.21883
1127	48298.37581
1128	48288.32562
1129	48269.62633
1130	48258.40073
1131	48251.37577
1132	48240.14053
1133	48233.89394
1134	48217.70527
1135	48206.7135
1136	48191.33819
1137	48172.92983
1138	48156.70306
1139	48149.41229
1140	48133.11525
1141	48123.83887
1142	48116.63654
1143	48104.84371
1144	48086.98957
1145	48069.48521
1146	48062.18453
1147	48055.40345
1148	48048.99284
1149	48041.54567
1150	48025.29999
1151	48009.61679
1152	48001.88693
1153	47981.09848
1154	47967.01695
1155	47958.75176
1156	47939.81864
1157	47936.18765
1158	47924.17681
1159	47921.36641
1160	47906.1986
1161	47891.87432
1162	47877.35029
1163	47854.57396
1164	47836.96531
1165	47826.93161
1166	47816.0893
1167	47791.8797
1168	47770.7918
1169	47758.15743
1170	47743.94
1171	47728.23822
1172	47721.99593
1173	47708.44077
1174	47692.65689
1175	47676.18566
1176	47635.11447
1177	47630.45005
1178	47623.25127
1179	47595.49485
1180	47584.92627
1181	47571.88595
1182	47557.94857
1183	47542.12773
1184	47533.5188
1185	47521.77559
1186	47508.92259
1187	47492.15342
1188	47483.11821
1189	47461.05299
1190	47433.87854
1191	47428.00411
1192	47420.49204
1193	47408.14694
1194	47404.47463
1195	47393.91299
1196	47391.53916
1197	47377.22992
1198	47360.39894
1199	47337.95343
1200	47324.3694
1201	47306.43629
1202	47293.49024
1203	47275.94601
1204	47267.19206
1205	47257.63607
1206	47246.97492
1207	47229.40757
1208	47214.42898
1209	47202.23408
1210	47182.22151
1211	47166.75974
1212	47142.14002
1213	47126.59338
1214	47116.79798
1215	47096.07942
1216	47085.38059
1217	47072.54597
1218	47062.56519
1219	47054.57784
1220	47053.68271
1221	47045.50615
1222	47035.96079
1223	47023.36321
1224	47006.38669
1225	46998.73639
1226	46987.44023
1227	46967.13464
1228	46956.76369
1229	46933.53401
1230	46923.33738
1231	46910.18328
1232	46892.88324
1233	46884.96303
1234	46859.07934
1235	46841.88721
1236	46824.31411
1237	46814.93497
1238	46808.46328
1239	46796.02524
1240	46783.08782
1241	46771.16796
1242	46750.70368
1243	46734.30679
1244	46726.20714
1245	46718.77815
1246	46706.4216
1247	46683.70806
1248	46667.39477
1249	46657.68803
1250	46639.02189
1251	46617.25219
1252	46606.00071
1253	46589.18088
1254	46556.25183
1255	46548.91984
1256	46541.88662
1257	46534.57758
1258	46526.64871
1259	46510.76245
1260	46503.7554
1261	46490.60735
1262	46481.25156
1263	46466.26444
1264	46454.02676
1265	46450.93361
1266	46430.6746
1267	46414.00068
1268	46404.3617
1269	46393.28635
1270	46382.37643
1271	46371.18725
1272	46361.00908
1273	46337.40926
1274	46327.19439
1275	46307.87162
1276	46296.55729
1277	46272.32744
1278	46259.23117
1279	46245.19985
1280	46225.48978
1281	46209.5713
1282	46196.97016
1283	46185.10381
1284	46163.89102
1285	46149.85438
1286	46138.05101
1287	46132.40803
1288	46115.06282
1289	46107.49956
1290	46100.00877
1291	46088.29517
1292	46076.8906
1293	46061.21177
1294	46036.90951
1295	46028.89944
1296	46023.64457
1297	46010.05038
1298	45990.68445
1299	45978.35281
1300	45964.02766
1301	45960.33298
1302	45957.95056
1303	45946.39129
1304	45927.89689
1305	45918.29509
1306	45911.47043
1307	45906.11862
1308	45898.14578
1309	45892.40178
1310	45873.98391
1311	45858.92362
1312	45847.92998
1313	45828.45729
1314	45801.14864
1315	45793.45849
1316	45788.50675
1317	45776.29276
1318	45747.29128
1319	45732.8603
1320	45725.55399
1321	45716.51843
1322	45697.63954
1323	45680.80893
1324	45671.57521
1325	45664.71654
1326	45642.20734
1327	45628.9078
1328	45607.38915
1329	45598.16363
1330	45588.352
1331	45573.78923
1332	45561.03527
1333	45551.73542
1334	45544.85839
1335	45528.54114
1336	45520.99119
1337	45508.75871
1338	45499.17334
1339	45477.9241
1340	45470.47382
1341	45462.77444
1342	45450.41342
1343	45435.8644
1344	45426.36214
1345	45410.17837
1346	45395.0315
1347	45374.46124
1348	45360.59485
1349	45352.28279
1350	45346.68094
1351	45336.33626
1352	45325.99136
1353	45313.42486
1354	45304.70034
1355	45294.40119
1356	45276.68945
1357	45264.63737
1358	45252.64652
1359	45239.3943
1360	45223.35353
1361	45200.71127
1362	45190.71908
1363	45182.91727
1364	45173.76816
1365	45162.73483
1366	45133.76621
1367	45112.58966
1368	45098.51023
1369	45085.9569
1370	45073.78454
1371	45056.96387
1372	45048.93143
1373	45032.84534
1374	45023.77597
1375	45015.6022
1376	44995.95045
1377	44983.5907
1378	44963.30117
1379	44942.28369
1380	44936.10568
1381	44921.23087
1382	44906.65816
1383	44889.27371
1384	44878.95731
1385	44860.39845
1386	44844.74646
1387	44828.3956
1388	44808.62187
1389	44801.05066
1390	44784.05183
1391	44775.66542
1392	44757.12658
1393	44753.52688
1394	44741.39184
1395	44729.74782
1396	44716.009
1397	44703.00812
1398	44695.77255
1399	44684.22879
1400	44667.85074
1401	44660.18078
1402	44655.41251
1403	44646.99757
1404	44639.05432
1405	44630.04702
1406	44612.71255
1407	44599.70125
1408	44587.83825
1409	44580.19165
1410	44567.69387
1411	44558.25887
1412	44545.17717
1413	44539.9052
1414	44523.29186
1415	44512.12179
1416	44498.44086
1417	44485.60153
1418	44478.14741
1419	44464.61028
1420	44456.01465
1421	44446.22892
1422	44438.40947
1423	44427.72706
1424	44408.13913
1425	44401.41879
1426	44392.07773
1427	44382.0632
1428	44368.35215
1429	44357.96988
1430	44342.41832
1431	44313.72218
1432	44294.37573
1433	44274.99438
1434	44268.94947
1435	44258.95231
1436	44245.85573
1437	44235.53367
1438	44218.61599
1439	44211.28219
1440	44205.91285
1441	44199.17363
1442	44182.45891
1443	44173.44822
1444	44167.02808
1445	44162.23559
1446	44141.19505
1447	44134.17833
1448	44124.1848
1449	44115.77978
1450	44103.67163
1451	44095.61606
1452	44090.27411
1453	44082.6532
1454	44069.48619
1455	44058.49769
1456	44043.32187
1457	44013.76583
1458	44001.14168
1459	43989.55339
1460	43977.55881
1461	43972.78781
1462	43955.89849
1463	43950.33879
1464	43939.31903
1465	43921.19326
1466	43913.07284
1467	43896.59482
1468	43890.28025
1469	43866.24938
1470	43859.63582
1471	43853.79168
1472	43842.95178
1473	43827.98274
1474	43811.46181
1475	43800.99465
1476	43788.19558
1477	43775.6115
1478	43766.34082
1479	43750.77777
1480	43739.33845
1481	43730.32724
1482	43721.97775
1483	43717.23091
1484	43708.87809
1485	43692.32368
1486	43678.94476
1487	43669.59867
1488	43655.34743
1489	43647.12314
1490	43637.82646
1491	43624.812
1492	43619.08698
1493	43605.9141
1494	43586.6936
1495	43571.12471
1496	43568.92513
1497	43563.32518
1498	43556.13206
1499	43552.10979
1500	43538.82856
1501	43532.06868
1502	43521.80464
1503	43511.47692
1504	43500.552
1505	43490.41354
1506	43479.5957
1507	43469.58358
1508	43456.29105
1509	43440.90927
1510	43427.02006
1511	43414.14841
1512	43406.18683
1513	43392.55822
1514	43377.3342
1515	43369.11283
1516	43355.49618
1517	43343.70161
1518	43334.4553
1519	43323.77531
1520	43317.15042
1521	43308.0432
1522	43290.37443
1523	43276.29108
1524	43263.41134
1525	43257.24111
1526	43247.89491
1527	43237.83957
1528	43227.5741
1529	43214.70488
1530	43190.58225
1531	43183.22951
1532	43161.87923
1533	43155.07898
1534	43142.58564
1535	43132.29369
1536	43126.05657
1537	43115.88388
1538	43096.55731
1539	43082.622
1540	43076.55667
1541	43061.93289
1542	43038.70121
1543	43030.55667
1544	43017.84673
1545	43006.35476
1546	43002.73032
1547	42998.44145
1548	42990.09587
1549	42981.35339
1550	42970.28283
1551	42953.50111
1552	42947.61901
1553	42931.72316
1554	42929.34245
1555	42916.0587
1556	42912.39873
1557	42898.35225
1558	42890.66864
1559	42871.80984
1560	42868.22846
1561	42858.90313
1562	42843.7957
1563	42830.32056
1564	42812.87781
1565	42800.61693
1566	42798.07672
1567	42794.33551
1568	42786.44693
1569	42776.14822
1570	42770.83708
1571	42767.43722
1572	42754.53369
1573	42741.96663
1574	42728.19191
1575	42714.40392
1576	42694.82054
1577	42682.19762
1578	42678.61109
1579	42673.55373
1580	42663.96658
1581	42656.37805
1582	42643.29503
1583	42636.90268
1584	42631.17426
1585	42621.10845
1586	42612.8157
1587	42607.25649
1588	42602.87157
1589	42593.7154
1590	42587.15464
1591	42569.19971
1592	42562.15002
1593	42549.24791
1594	42539.48511
1595	42530.7682
1596	42521.04747
1597	42514.34793
1598	42510.20304
1599	42497.93348
1600	42493.80883
1601	42486.80084
1602	42478.9896
1603	42461.00665
1604	42456.95841
1605	42446.27344
1606	42437.5691
1607	42429.53644
1608	42419.67197
1609	42411.41888
1610	42406.86537
1611	42399.70871
1612	42390.64837
1613	42376.3492
1614	42367.61153
1615	42358.80293
1616	42346.9014
1617	42333.56858
1618	42329.11193
1619	42322.65992
1620	42309.87579
1621	42297.84232
1622	42293.46633
1623	42269.53968
1624	42261.64535
1625	42247.23502
1626	42231.20082
1627	42211.77461
1628	42203.95341
1629	42194.06897
1630	42177.24361
1631	42163.81254
1632	42156.23563
1633	42149.83489
1634	42142.54588
1635	42131.27733
1636	42109.15221
1637	42101.35006
1638	42093.78785
1639	42086.58518
1640	42073.45169
1641	42059.369
1642	42049.04402
1643	42039.51094
1644	42032.15982
1645	42028.5082
1646	42013.97791
1647	42003.36753
1648	41991.15861
1649	41980.27205
1650	41972.55793
1651	41966.02083
1652	41948.43368
1653	41934.82497
1654	41928.53295
1655	41918.13436
1656	41907.77614
1657	41886.49265
1658	41875.83549
1659	41868.70638
1660	41867.37076
1661	41853.39295
1662	41845.67042
1663	41826.12093
1664	41819.91653
1665	41806.58213
1666	41800.25445
